customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C-7645,Female,0,Yes,No,61,Yes,Fiber optic,No,No internet service,Yes,Two year,No,Bank transfer (automatic),59.62,3614.37,No
C-7646,Male,0,No,No,16,Yes,DSL,No,No,Yes,One year,No,Electronic check,34.81,556.41,No
C-7647,Female,0,No,No,66,Yes,Fiber optic,No,No,No,One year,Yes,Credit card (automatic),65.5,4285.17,No
C-7648,Male,1,No,No,40,Yes,Fiber optic,No,No,No internet service,One year,Yes,Bank transfer (automatic),23.52,949.61,Yes
C-7649,Male,0,Yes,No,17,Yes,DSL,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),112.24,1889.69,No
C-7650,Male,0,Yes,No,34,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,25.48,879.02,Yes
C-7651,Male,0,No,No,16,No,DSL,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,61.85,1020.44,Yes
C-7652,Male,0,No,No,60,Yes,No,No,No,No,One year,Yes,Electronic check,70.99,4270.56,No
C-7653,Male,1,Yes,Yes,66,No,DSL,No,Yes,No,One year,Yes,Mailed check,116.53,7670.55,Yes
C-7654,Male,0,No,No,66,Yes,No,Yes,No internet service,No,Month-to-month,No,Electronic check,34.6,2259.17,Yes
C-7655,Male,0,No,No,13,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),29.44,365.46,No
C-7656,Female,0,Yes,Yes,56,Yes,DSL,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,18.87,1023.18,No
C-7657,Female,1,No,Yes,31,No,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,33.56,1008.48,Yes
C-7658,Male,0,No,Yes,34,Yes,Fiber optic,Yes,No internet service,No,One year,No,Mailed check,38.73,1345.89,Yes
C-7659,Male,0,Yes,No,39,Yes,No,No,Yes,No,One year,No,Mailed check,81.06,3149.81,Yes
C-7660,Male,0,Yes,No,67,Yes,DSL,Yes,No,No,Month-to-month,No,Bank transfer (automatic),39.97,2671.59,Yes
C-7661,Female,0,No,Yes,8,Yes,DSL,No internet service,No,Yes,Two year,No,Mailed check,20.05,169.8,No
C-7662,Male,0,Yes,No,55,Yes,Fiber optic,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),100.66,5545.27,No
C-7663,Male,0,Yes,No,27,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,54.56,1429.86,No
C-7664,Male,0,No,No,53,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.37,2861.76,Yes
C-7665,Female,0,No,No,39,Yes,Fiber optic,No,No internet service,No,Month-to-month,No,Credit card (automatic),48.25,1849.48,Yes
C-7666,Female,0,No,No,65,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,115.54,7532.41,Yes
C-7667,Female,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.01,622.44,No
C-7668,Male,0,Yes,Yes,30,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,107.82,3256.09,Yes
C-7669,Male,0,Yes,Yes,53,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),95.68,5078.94,No
C-7670,Female,0,Yes,No,13,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,25.65,284.91,No
C-7671,Male,0,Yes,No,21,Yes,Fiber optic,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),116.67,2436.11,Yes
C-7672,Female,0,No,No,19,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),45.14,868.14,No
C-7673,Female,0,No,Yes,53,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),27.86,1465.33,Yes
C-7674,Male,0,No,Yes,19,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),100.93,1954.02,No
C-7675,Male,0,Yes,No,57,Yes,Fiber optic,No,No,Yes,Two year,No,Electronic check,88.67,5035.07,No
C-7676,Male,0,Yes,No,25,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,79.72,1972.35,No
C-7677,Male,0,No,No,31,Yes,DSL,No,No,No internet service,Month-to-month,No,Mailed check,33.6,1018.2,Yes
C-7678,Female,0,Yes,No,55,Yes,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,65.85,3605.03,No
C-7679,Female,0,Yes,No,23,Yes,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),96.06,2215.12,No
C-7680,Female,1,No,No,32,No,No,Yes,No,Yes,Two year,No,Mailed check,48.36,1568.22,No
C-7681,Female,0,Yes,No,62,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),49.17,3064.8,Yes
C-7682,Female,0,Yes,Yes,10,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18.31,213.87,Yes
C-7683,Female,0,No,No,72,Yes,Fiber optic,No,No,Yes,One year,Yes,Credit card (automatic),35.42,2588.83,No
C-7684,Male,0,Yes,No,54,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,105.54,5730.77,No
C-7685,Female,0,No,No,52,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),62.17,3184.73,Yes
C-7686,Male,1,Yes,No,20,Yes,DSL,No internet service,No internet service,No,One year,Yes,Credit card (automatic),116.42,2351.99,No
C-7687,Male,0,Yes,No,32,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,57.57,1813.08,Yes
C-7688,Female,0,Yes,Yes,14,Yes,Fiber optic,No,No,No internet service,One year,Yes,Bank transfer (automatic),89.52,1216.57,No
C-7689,Female,0,No,Yes,50,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.19,2323.35,Yes
C-7690,Male,0,No,Yes,28,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Electronic check,54.38,1504.61,Yes
C-7691,Male,0,No,Yes,53,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Mailed check,37.07,1920.42,No
C-7692,Female,0,No,No,24,Yes,No,No internet service,No,Yes,Month-to-month,No,Mailed check,52.71,1228.8,Yes
C-7693,Female,0,No,No,22,Yes,DSL,Yes,No internet service,No,Month-to-month,No,Electronic check,72.72,1549.93,Yes
C-7694,Male,1,Yes,Yes,30,No,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,117.18,3555.72,Yes
C-7695,Female,0,Yes,No,63,Yes,Fiber optic,No,No,Yes,One year,Yes,Electronic check,84.42,5270.92,Yes
C-7696,Female,0,Yes,No,4,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Electronic check,37.92,122.63,Yes
C-7697,Female,1,Yes,No,59,Yes,DSL,No,No internet service,No,One year,Yes,Electronic check,22.5,1319.13,Yes
C-7698,Female,0,Yes,No,8,Yes,DSL,No,No,Yes,Month-to-month,Yes,Credit card (automatic),30.64,230.78,No
C-7699,Female,0,Yes,No,12,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Mailed check,74.26,932.29,No
C-7700,Male,0,Yes,Yes,31,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.52,2884.15,Yes
C-7701,Female,0,Yes,No,34,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,112.04,3810.58,No
C-7702,Female,0,Yes,Yes,49,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,19.58,977.47,Yes
C-7703,Male,0,No,No,57,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,70.28,4049.13,Yes
C-7704,Male,0,No,No,26,Yes,Fiber optic,No,No,No,Month-to-month,No,Mailed check,65.09,1704.38,Yes
C-7705,Female,0,Yes,No,18,Yes,Fiber optic,No internet service,No,Yes,Two year,Yes,Electronic check,83.61,1535.36,No
C-7706,Female,1,Yes,No,38,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer (automatic),73.96,2768.85,Yes
C-7707,Male,0,Yes,No,50,Yes,DSL,No,No,Yes,Two year,Yes,Electronic check,86.7,4323.59,No
C-7708,Female,0,No,Yes,8,Yes,DSL,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),83.81,657.87,Yes
C-7709,Female,0,Yes,No,41,Yes,DSL,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),29.7,1256.33,No
C-7710,Female,0,No,No,6,No,Fiber optic,No,No,Yes,One year,No,Electronic check,97.97,552.96,No
C-7711,Male,0,Yes,No,69,Yes,No,No,No,No internet service,One year,Yes,Electronic check,30.32,2057.27,Yes
C-7712,Female,0,Yes,Yes,44,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.85,3848.26,No
C-7713,Female,0,Yes,No,64,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,59.61,3770.49,No
C-7714,Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.39,1980.56,Yes
C-7715,Female,0,No,No,28,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),108.33,3079.76,Yes
C-7716,Female,0,No,No,11,Yes,DSL,No,No,Yes,Two year,No,Electronic check,106.99,1169.71,Yes
C-7717,Female,0,No,No,65,Yes,Fiber optic,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),99.79,6499.55,No
C-7718,Female,0,No,No,19,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),69.01,1333.8,No
C-7719,Male,0,No,No,9,Yes,DSL,No,No internet service,No,One year,No,Electronic check,91.62,811.28,Yes
C-7720,Male,0,No,No,27,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,69.29,1835.55,Yes
C-7721,Female,0,Yes,No,34,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,104.96,3539.3,Yes
C-7722,Female,1,Yes,Yes,44,Yes,Fiber optic,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,58.28,2545.65,Yes
C-7723,Female,0,Yes,Yes,68,Yes,No,Yes,No,Yes,One year,No,Electronic check,115.02,7834.97,No
C-7724,Female,0,No,No,15,Yes,Fiber optic,No,Yes,Yes,One year,No,Bank transfer (automatic),111.23,1658.28,No
C-7725,Male,0,Yes,Yes,51,Yes,Fiber optic,No internet service,No,No,Two year,No,Electronic check,92.16,4650.84,No
C-7726,Male,1,No,No,13,Yes,DSL,No,No,Yes,Month-to-month,Yes,Mailed check,45.94,599.56,Yes
C-7727,Male,0,Yes,Yes,49,Yes,DSL,No,Yes,No,Two year,No,Credit card (automatic),31.17,1569.48,No
C-7728,Female,0,No,No,70,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),103.47,7274.11,No
C-7729,Female,0,Yes,Yes,56,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.53,1966.2,Yes
C-7730,Female,0,Yes,No,51,Yes,DSL,No,No internet service,No internet service,Month-to-month,No,Electronic check,103.43,5304.44,Yes
C-7731,Male,0,No,No,37,Yes,DSL,No,No internet service,No,Two year,Yes,Bank transfer (automatic),67.08,2464.33,No
C-7732,Male,0,Yes,No,17,Yes,DSL,Yes,No internet service,No,One year,Yes,Mailed check,58.66,1023.74,Yes
C-7733,Male,0,No,No,58,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Mailed check,108.32,6246.88,Yes
C-7734,Male,0,Yes,Yes,29,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,78.39,2289.08,No
C-7735,Male,0,Yes,Yes,33,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),75.66,2510.94,No
C-7736,Female,1,No,No,60,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,73.88,4385.36,Yes
C-7737,Female,0,No,No,55,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,55.12,3060.4,No
C-7738,Female,0,Yes,No,10,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,Mailed check,96.56,1005.92,Yes
C-7739,Male,0,No,No,47,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Yes,Mailed check,43.28,2010.9,Yes
C-7740,Female,1,No,No,23,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),111.89,2604.71,No
C-7741,Female,1,No,Yes,21,No,DSL,No,Yes,No,Month-to-month,No,Bank transfer (automatic),107.4,2213.64,Yes
C-7742,Male,0,Yes,No,13,Yes,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),51.75,682.75,No
C-7743,Male,0,Yes,No,33,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,90.95,2999.91,Yes
C-7744,Male,0,No,No,24,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,Mailed check,75.32,1812.27,Yes
C-7745,Female,1,No,No,11,Yes,Fiber optic,Yes,No internet service,No,Two year,Yes,Mailed check,51.76,611.98,Yes
C-7746,Male,0,No,Yes,17,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,116.85,2023.58,Yes
C-7747,Female,0,Yes,No,68,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Electronic check,20.52,1423.87,Yes
C-7748,Female,0,Yes,Yes,47,Yes,Fiber optic,No,Yes,No,Two year,Yes,Bank transfer (automatic),43.26,2010.59,No
C-7749,Male,1,No,No,25,Yes,DSL,No,No,No internet service,One year,Yes,Electronic check,70.01,1791.43,No
C-7750,Female,0,Yes,No,21,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,70.2,1433.95,Yes
C-7751,Male,0,Yes,No,12,Yes,Fiber optic,No internet service,No,No internet service,Two year,Yes,Electronic check,76.89,958.01,No
C-7752,Male,0,Yes,No,37,Yes,Fiber optic,No,No,No internet service,One year,No,Electronic check,93.17,3430.11,Yes
C-7753,Female,0,No,Yes,42,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Electronic check,80.35,3330.08,Yes
C-7754,Female,0,Yes,No,17,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.03,1343.45,Yes
C-7755,Female,1,No,No,48,Yes,Fiber optic,No,Yes,No,Two year,No,Credit card (automatic),23.35,1093.93,No
C-7756,Male,1,No,No,28,Yes,Fiber optic,No,No,No,One year,No,Credit card (automatic),55.65,1532.56,No
C-7757,Female,1,No,Yes,41,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,41.21,1670.21,No
C-7758,Male,0,Yes,Yes,47,Yes,Fiber optic,No,No,No internet service,Two year,No,Electronic check,44.54,2049.75,Yes
C-7759,Male,0,Yes,Yes,18,Yes,No,No internet service,No internet service,No,One year,No,Mailed check,73.43,1289.45,No
C-7760,Female,1,No,No,71,Yes,DSL,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.95,2644.96,No
C-7761,Female,0,No,Yes,13,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),47.39,610.61,Yes
C-7762,Female,0,No,No,13,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,41.71,500.66,Yes
C-7763,Female,1,No,No,31,Yes,Fiber optic,No,Yes,No internet service,One year,Yes,Mailed check,112.85,3516.62,Yes
C-7764,Male,0,No,No,2,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Electronic check,112.47,198.5,Yes
C-7765,Female,0,No,No,16,Yes,Fiber optic,No,No,No internet service,One year,No,Electronic check,78.99,1308.2,Yes
C-7766,Male,0,Yes,Yes,9,Yes,DSL,No,No internet service,Yes,One year,No,Bank transfer (automatic),110.45,1031.18,No
C-7767,Female,0,Yes,No,38,No,DSL,Yes,No internet service,Yes,Two year,Yes,Mailed check,96.58,3648.98,No
C-7768,Female,0,No,No,54,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.99,4185.78,No
C-7769,Female,0,Yes,No,56,Yes,Fiber optic,No,No,No,Two year,No,Mailed check,18.64,1074.16,No
C-7770,Male,0,No,No,45,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Mailed check,95.25,4334.91,No
C-7771,Female,0,Yes,Yes,34,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),88.25,3010.28,No
C-7772,Male,0,No,No,9,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),79.53,673.97,Yes
C-7773,Female,0,Yes,No,8,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),94.04,767.0,Yes
C-7774,Female,1,Yes,No,7,Yes,DSL,Yes,No,No,Two year,Yes,Bank transfer (automatic),69.29,497.53,No
C-7775,Male,0,No,Yes,36,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,88.41,3196.6,Yes
C-7776,Male,0,Yes,Yes,18,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer (automatic),111.52,1988.07,No
C-7777,Female,0,Yes,No,3,Yes,Fiber optic,Yes,Yes,No,One year,No,Mailed check,55.58,202.71,Yes
C-7778,Female,1,Yes,No,28,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,88.81,2532.63,Yes
C-7779,Male,0,No,No,70,Yes,Fiber optic,No,No,No,One year,Yes,Credit card (automatic),65.57,4561.67,Yes
C-7780,Female,0,No,No,44,No,DSL,No,No internet service,Yes,One year,No,Electronic check,85.44,3718.18,No
C-7781,Male,1,No,No,21,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),94.29,1949.54,Yes
C-7782,Female,0,Yes,Yes,28,Yes,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,22.55,663.46,No
C-7783,Male,1,No,Yes,54,No,Fiber optic,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.66,4481.3,No
C-7784,Male,1,Yes,No,54,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),40.67,2209.78,No
C-7785,Male,1,No,No,65,Yes,DSL,No,Yes,No internet service,Two year,No,Credit card (automatic),85.0,5515.18,No
C-7786,Male,0,No,No,21,Yes,Fiber optic,No,No internet service,No,One year,No,Bank transfer (automatic),64.83,1369.21,No
C-7787,Male,0,No,No,13,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),95.36,1220.47,No
C-7788,Female,1,No,No,57,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,30.34,1727.1,Yes
C-7789,Female,0,No,No,49,Yes,Fiber optic,No,No,No internet service,Two year,Yes,Mailed check,80.63,3980.18,No
C-7790,Female,0,No,Yes,54,Yes,DSL,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,45.85,2524.02,No
C-7791,Female,0,Yes,Yes,10,No,Fiber optic,No,No,No internet service,One year,Yes,Bank transfer (automatic),103.3,1076.25,Yes
C-7792,Female,0,No,No,53,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Mailed check,110.84,5917.91,No
C-7793,Female,0,Yes,No,44,Yes,Fiber optic,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),117.64,5166.38,Yes
C-7794,Female,0,Yes,No,47,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,97.6,4584.08,Yes
C-7795,Female,0,Yes,Yes,53,Yes,Fiber optic,No internet service,No,Yes,Two year,Yes,Electronic check,93.37,4969.17,Yes
C-7796,Female,0,Yes,Yes,46,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),39.55,1861.52,Yes
C-7797,Male,0,Yes,No,13,Yes,No,No,Yes,Yes,One year,No,Electronic check,51.6,635.0,No
C-7798,Male,0,No,No,37,Yes,DSL,No internet service,No,No,One year,Yes,Electronic check,64.57,2369.51,No
C-7799,Female,0,Yes,No,24,Yes,DSL,Yes,No internet service,No,Two year,No,Electronic check,95.34,2252.08,No
C-7800,Male,0,Yes,No,2,Yes,Fiber optic,No internet service,No internet service,Yes,One year,No,Credit card (automatic),109.5,230.2,No
C-7801,Female,0,No,No,14,Yes,DSL,No,No,Yes,Month-to-month,No,Bank transfer (automatic),36.91,497.37,Yes
C-7802,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No,One year,Yes,Mailed check,110.24,1085.01,Yes
C-7803,Male,0,No,Yes,35,Yes,DSL,No,No,No,One year,Yes,Electronic check,87.56,3021.69,No
C-7804,Male,0,No,No,25,Yes,No,No internet service,No,Yes,Month-to-month,No,Mailed check,79.08,1961.98,No
C-7805,Female,0,No,No,3,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Bank transfer (automatic),37.98,150.19,Yes
C-7806,Female,0,No,Yes,17,Yes,DSL,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,373.66,No
C-7807,Female,0,Yes,No,12,Yes,Fiber optic,No internet service,Yes,No internet service,Two year,Yes,Electronic check,74.85,917.72,No
C-7808,Female,0,Yes,Yes,54,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Electronic check,83.15,4503.06,No
C-7809,Male,1,Yes,No,24,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Electronic check,39.08,974.27,Yes
C-7810,Female,0,No,Yes,29,Yes,DSL,No,No,No,Two year,Yes,Bank transfer (automatic),73.65,2099.08,No
C-7811,Male,1,Yes,No,43,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),103.65,4504.71,No
C-7812,Female,0,Yes,Yes,25,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,101.51,2546.01,No
C-7813,Male,0,Yes,No,60,Yes,DSL,No,Yes,No,Two year,Yes,Electronic check,110.74,6693.95,Yes
C-7814,Male,0,No,Yes,65,Yes,DSL,No,No,Yes,Two year,No,Electronic check,54.59,3589.5,No
C-7815,Male,0,Yes,No,28,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Credit card (automatic),49.8,1366.55,No
C-7816,Male,0,No,No,16,Yes,DSL,No internet service,No,No,One year,Yes,Electronic check,92.94,1442.66,Yes
C-7817,Female,0,Yes,Yes,47,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),61.11,2847.73,Yes
C-7818,Female,0,Yes,Yes,58,No,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.75,1554.26,No
C-7819,Male,0,Yes,No,27,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Mailed check,46.28,1216.72,Yes
C-7820,Female,0,No,No,53,Yes,No,No,No,Yes,Two year,No,Electronic check,59.86,3139.33,No
C-7821,Female,0,No,Yes,42,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Electronic check,47.25,1980.76,Yes
C-7822,Male,1,Yes,Yes,59,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),51.22,2975.31,No
C-7823,Female,0,Yes,Yes,47,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),47.38,2189.05,No
C-7824,Female,0,No,Yes,34,Yes,DSL,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.15,744.69,Yes
C-7825,Female,0,Yes,No,37,Yes,DSL,No,Yes,No,Two year,No,Mailed check,81.71,2979.58,No
C-7826,Male,0,Yes,No,6,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.73,456.06,Yes
C-7827,Female,0,Yes,No,7,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.34,580.78,Yes
C-7828,Male,0,Yes,No,25,Yes,DSL,Yes,Yes,No,One year,Yes,Credit card (automatic),37.23,925.88,No
C-7829,Male,0,Yes,No,33,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,47.57,1606.73,No
C-7830,Male,1,Yes,No,55,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),79.96,4400.81,Yes
C-7831,Female,0,Yes,No,58,Yes,DSL,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),77.96,4518.48,Yes
C-7832,Female,1,No,No,7,Yes,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),68.63,471.48,Yes
C-7833,Female,1,Yes,No,57,Yes,DSL,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),53.04,3055.04,Yes
C-7834,Male,1,No,Yes,12,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),109.29,1350.99,Yes
C-7835,Female,0,Yes,Yes,16,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.98,867.0,No
C-7836,Male,0,No,Yes,43,Yes,Fiber optic,No,Yes,No,Two year,Yes,Electronic check,63.56,2750.43,Yes
C-7837,Female,0,Yes,Yes,7,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,85.81,564.41,No
C-7838,Male,0,No,No,51,Yes,Fiber optic,No,No,No,One year,Yes,Credit card (automatic),72.3,3664.99,Yes
C-7839,Female,0,Yes,No,32,Yes,Fiber optic,Yes,Yes,No internet service,One year,No,Electronic check,52.69,1640.69,No
C-7840,Female,0,No,No,8,Yes,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,61.56,535.56,No
C-7841,Female,0,Yes,Yes,72,No,Fiber optic,Yes,Yes,No internet service,One year,No,Mailed check,97.45,7032.48,No
C-7842,Male,0,Yes,No,45,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,45.81,2086.09,Yes
C-7843,Male,0,No,Yes,59,Yes,DSL,No,No,Yes,Two year,Yes,Bank transfer (automatic),32.23,1882.73,No
C-7844,Female,0,No,No,4,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),49.32,231.85,Yes
C-7845,Male,0,Yes,No,67,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Electronic check,102.95,6873.61,No
C-7846,Male,0,No,Yes,29,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,No,Electronic check,26.9,730.26,Yes
C-7847,Male,0,Yes,No,29,Yes,Fiber optic,No internet service,No,No,Two year,No,Electronic check,117.17,3385.57,No
C-7848,Female,0,Yes,No,28,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),72.1,2025.88,No
C-7849,Female,0,No,Yes,44,Yes,DSL,No,Yes,No,One year,No,Bank transfer (automatic),116.48,5122.99,No
C-7850,Female,0,Yes,Yes,4,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Electronic check,111.9,483.81,Yes
C-7851,Male,0,No,No,9,Yes,Fiber optic,No,No internet service,No internet service,One year,No,Credit card (automatic),63.28,530.06,No
C-7852,Female,0,Yes,Yes,5,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),37.85,194.63,Yes
C-7853,Male,0,No,No,56,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),34.49,1932.74,No
C-7854,Male,0,No,No,50,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),42.0,2078.14,No
C-7855,Female,0,No,Yes,15,Yes,DSL,No internet service,No,No,Month-to-month,Yes,Electronic check,89.01,1367.37,No
C-7856,Female,0,No,Yes,32,Yes,DSL,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),45.29,1474.56,Yes
C-7857,Female,0,Yes,No,28,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,52.14,1483.21,No
C-7858,Male,1,No,No,22,Yes,DSL,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),62.88,1420.98,No
C-7859,Male,0,Yes,No,17,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer (automatic),109.32,1880.72,Yes
